gameId,title,genres,platform,releaseYear,image,developer,rating,totalReviews,installs,source
mob_0,Garena Free Fire- World Series,Action,mobile,,https://play-lh.googleusercontent.com/uVRjDZ9q6OBIYE2ASYcl0wyBUFOgXsex5XnzS1BA7YP-CbVYCTEY3kD_t3zFP63W7W6SYesGEMgbbgG9Onn7,GARENA INTERNATIONAL I,4.0,86273129,500.0,googleplay
mob_1,Clash of Clans,Strategy,mobile,,https://play-lh.googleusercontent.com/sFmWfYbYp_2ea7VRMTnwd3gjIBrPGXHj_d_ab1_k1q1p2OMk4riGMF1vqxdhONOtTYOt_BVpk7a4AYcKU68LNGQ,Supercell,4.47,55766763,"500,000,000+",googleplay
mob_2,PUBG MOBILE - Traverse,Action,mobile,,https://play-lh.googleusercontent.com/zCSGnBtZk0Lmp1BAbyaZfLktDzHmC6oke67qzz3G1lBegAF2asyt5KzXOJ2PVdHDYkU,Level Infinite,4.0,37276732,500.0,googleplay
mob_3,Subway Surfers,Arcade,mobile,,https://play-lh.googleusercontent.com/I7CQ7JWKDgh5bNebcSJmVIYsrfvTxDMk_HXR7yBtcTGFOv6ubA2SJk4dwOlb27Y8IjE,SYBO Games,4.55,35665901,"1,000,000,000+",googleplay
mob_4,Candy Crush Saga,Casual,mobile,,https://play-lh.googleusercontent.com/JvMhIxuwArVmcMReJQB8PIEB1MIQNMGf9j5i914JtkBrHrA55K-nMUIVlYCa7SXAdHtzLtsycEo6NpXeHFxLwvI,King,4.63,31367945,"1,000,000,000+",googleplay
mob_5,Clash Royale,Strategy,mobile,,https://play-lh.googleusercontent.com/gnSC6s8-6Tjc4uhvDW7nfrSJxpbhllzYhgX8y374N1LYvWBStn2YhozS9XXaz1T_Pi2q,Supercell,4.52,30852360,"500,000,000+",googleplay
mob_6,Mobile Legends: Bang Bang,Action,mobile,,https://play-lh.googleusercontent.com/hXSJ_2koqdr_Uxdnd_P0HxDjR2tXEJ2rI1AEeHr8-I33a-75_v8l_i61tpAJ-CYxhLPQA-3YxYAVE_ro7uG0,Skystone Games Pte. Ltd.,4.0,26663595,100.0,googleplay
mob_7,Roblox,Adventure,mobile,,https://play-lh.googleusercontent.com/7cIIPlWm4m7AGqVpEsIfyL-HW4cQla4ucXnfalMft1TMIYQIlf2vqgmthlZgbNAQoaQ,Roblox Corporation,4.25,21820451,"1,000,000,000+",googleplay
mob_8,8 Ball Pool,Sports,mobile,,https://play-lh.googleusercontent.com/bPz1guJ6FHF3oIOEy3KqwpaDDKO-hLRaZoyzmM8bLFLN8fWm6L0_EuUnkwv9iqPo3Ag,Miniclip.com,4.8,21632735,"1,000,000,000+",googleplay
mob_9,Brawl Stars,Action,mobile,,https://play-lh.googleusercontent.com/WLJb9DGkxPkiqlvizxSyHnMqPOZATgfd8RH8rEo3L4FM84luI7GYKE8D2qFZNtC2OMsoo-eOy-qquwIRVl-05w,Supercell,4.2,17971552,"100,000,000+",googleplay
mob_10,My Talking Tom,Casual,mobile,,https://play-lh.googleusercontent.com/NYdtBII04HwY8fU2-BgU7_xAYJwfz2TUTou3D5R0lGiIjeyAy0n4oLDJdwUXII5sdA,Outfit7 Limited,4.27,16810315,"1,000,000,000+",googleplay
mob_11,Pokémon GO,Adventure,mobile,,https://play-lh.googleusercontent.com/Qf2SJGpLxd9eu4CLWRrh2tfmmkncg7TQ2RNr44tWO07EBfhfMs4CHlizioym11Vb6RmfIWCNz6FNsOgHj_5dMA,"Niantic, Inc.",3.93,14541662,"500,000,000+",googleplay
mob_12,Sniper 3D: Fun Free Online FPS Shooting Game,Action,mobile,,https://play-lh.googleusercontent.com/8gHksx7nW7IK09ThtTM_f1Pgjblh5to4-q9pdsJQMb2zxDZ7VnFObxaihhAr-_HBf6E,Wildlife Studios,4.0,14464235,500.0,googleplay
mob_13,Call of Duty®: Mobile - Season 4: Spurned & Burned,Action,mobile,,https://play-lh.googleusercontent.com/cfGSXkDwxa1jW3TlhhkDJBN16-1_KEtEDhnILPcs9rXcC25g14XY6MRGCtlXHFHs0g,"Activision Publishing, Inc.",4.0,13572148,100.0,googleplay
mob_14,Dream League Soccer,Sports,mobile,,https://play-lh.googleusercontent.com/f7DZ9TRn1gEVLP4xF0D5tTy8QB2jccsP36eJK5tMOY_q4YQ9EH7yemP9I2c7Me48_tjp_fXn3A38vOMuK1di,First Touch Games Ltd.,4.0,13385786,100.0,googleplay
mob_15,My Talking Angela,Casual,mobile,,https://play-lh.googleusercontent.com/rdMpsc5VkkG4JGHIFqNREbWBzXxkZBHN7ZA86DqcZEMmtwWy58NLVDuqWgoG2XCAu4Q,Outfit7 Limited,4.11,13050503,"1,000,000,000+",googleplay
mob_16,Hay Day,Casual,mobile,,https://play-lh.googleusercontent.com/JS_D56z98J--k7A4vnzdnLlyNyBPp3tEPDXn8bYZo_goQY5j7GS7bNAcgOIR_2aVBWNJvXoLLEMNxkugEIog2w,Supercell,4.33,12098786,"100,000,000+",googleplay
mob_17,Among Us,Action,mobile,,https://play-lh.googleusercontent.com/8ddL1kuoNUB5vUvgDVjYY3_6HwQcrg1K2fd_R8soD-e2QYj8fT9cfhfh3G0hnSruLKec,Innersloth LLC,3.9,11936964,"500,000,000+",googleplay
mob_18,Pou,Casual,mobile,,https://play-lh.googleusercontent.com/xToRFw-mqA18HtizgutV0K1IouakfR8iJ3PW75u-1n1oxbP7hVfBMlgHWIwuUYKKS_s,Zakeh,4.0,11506051,500.0,googleplay
mob_19,Gardenscapes,Casual,mobile,,https://play-lh.googleusercontent.com/SffnlIy-_lnakKGEko_-Y8qdOpPen3on0kAI_cs_HOLpB8jKz5lh0rUR7MAt1mv6ow,Playrix,4.76,10721875,"500,000,000+",googleplay
mob_20,Minion Rush: Despicable Me Official Game,Casual,mobile,,https://play-lh.googleusercontent.com/5vjS791LzAW5SXCTvGfUyq2IqlWjyCsOBFPuvBRHVKiroEM1hO0OIWXB6nFBwTHQgQ,Gameloft SE,4.0,10659387,100.0,googleplay
mob_21,Hill Climb Racing,Racing,mobile,,https://play-lh.googleusercontent.com/N0UxhBVUmx8s7y3F7Kqre2AcpXyPDKAp8nHjiPPoOONc_sfugHCYMjBpbUKCMlK_XUs,Fingersoft,4.21,10188038,"1,000,000,000+",googleplay
mob_22,Homescapes,Casual,mobile,,https://play-lh.googleusercontent.com/HWVNuIGO3NfdVBCmw_rQGTfINA7pdoedynIZbC8TcoNKvd-aAkzk7XboE0zDZE0_CF8,Playrix,4.72,10159890,"100,000,000+",googleplay
mob_23,Yes day,Casual,mobile,2018.0,https://play-lh.googleusercontent.com/1vbG-shPZOl6suV7uFuk90tzzCDa8bVn6onQwxDcYxc7973rNz31gZELH5Ns1RkO_-Q,Missions,4.5,10055521,100000000,googleplay
mob_24,Dream League Soccer 2018,Sports,mobile,2018.0,https://play-lh.googleusercontent.com/f7DZ9TRn1gEVLP4xF0D5tTy8QB2jccsP36eJK5tMOY_q4YQ9EH7yemP9I2c7Me48_tjp_fXn3A38vOMuK1di,First Touch Games Ltd.,4.6,9882639,100000000,googleplay
mob_25,Temple Run 2,Action,mobile,,https://play-lh.googleusercontent.com/go4XqS4mYs-G2tZymiVLF4wJYXIi5QrvwixNRzssk4G_vRBHrAdg4E1ddNwy9c2cZA,Imangi Studios,4.0,9633929,500.0,googleplay
mob_26,Farm Heroes Saga,Casual,mobile,,https://play-lh.googleusercontent.com/JJ5zXv997qZ0UNzq5TcetDU1cWRxmCisFIeYNlEpyBE2X9TQzVGRTDhqym-YhaGVL9bl,King,4.64,9123920,"100,000,000+",googleplay
mob_27,Asphalt 8: Airborne,Racing,mobile,2018.0,https://play-lh.googleusercontent.com/I5a82qoBFDPVz_Mh-CsBftGFuxFCocpQ6d0x4hJRaEenrhu-a8Vs_AUo74B5I9QctDqv,Gameloft SE,4.5,8389714,100000000,googleplay
mob_28,Township,Casual,mobile,,https://play-lh.googleusercontent.com/87ZWG0h0ohRprr_B-ikfu66EgiL__wNWROk9yW5xl918h0RSzfAjRC4OnIaXhTux_mRW,Playrix,4.71,8306868,"100,000,000+",googleplay
mob_29,Piano Tiles 2™,Arcade,mobile,2018.0,https://play-lh.googleusercontent.com/SO98nB4xzD75gNGDmo6c6GJiiBc2K31E3YfJn-lxnlFt1-10p1b0UY9ZRYB6j3kGfw,Kooapps Games | Fun Arcade and Casual Action Games,4.7,8118880,100000000,googleplay
mob_30,Candy Crush Soda Saga,Casual,mobile,,https://play-lh.googleusercontent.com/kPPbmjP4QOq8D7Pt0xdPG8-NeyD6zcJ0bTeSLI7eqSylss7UNmek_Ik_Q8B5T8hV2jaDda_GpqniWq7jd7ZK7Q,King,4.58,8071775,"500,000,000+",googleplay
mob_31,Sniper 3D Gun Shooter: Free Shooting Games - FPS,Action,mobile,2018.0,https://play-lh.googleusercontent.com/qjItSFn0nNg1tpdrMxi8TXIpSZoEQkzzjjjrhCEn5lZrZM71IhMzd2FNKtEXbozyNw,Fun Shooting Games - FPS,4.6,7671249,100000000,googleplay
mob_32,Traffic Rider,Racing,mobile,,https://play-lh.googleusercontent.com/590AflDt-hW2t85Cit_ODJPJdRiMMRn2cSF0vYNfsBpjm895x1zDy0npbD7IlDCvmNvI,skgames,4.47,7580227,"500,000,000+",googleplay
mob_33,PUBG MOBILE LITE,Action,mobile,,https://play-lh.googleusercontent.com/zCSGnBtZk0Lmp1BAbyaZfLktDzHmC6oke67qzz3G1lBegAF2asyt5KzXOJ2PVdHDYkU,Level Infinite,4.0,7578630,100.0,googleplay
mob_34,Ludo King™,Board,mobile,,https://play-lh.googleusercontent.com/AwrQb4bJk-34pw_ye7VhjDN0Azraz_pYYq9s5FbcapiF7qfxbYYvqWl-TjIF9xJIeA,Gametion,4.0,7512316,500.0,googleplay
mob_35,Trivia Crack,Trivia,mobile,,https://play-lh.googleusercontent.com/M56xIQ5DBnbDqvQdD97hAaMbHmXXkr44reVXx4QpaSm2sNdQMj7IdqgfnazSjl_uhHg,etermax,4.0,7334155,100.0,googleplay
mob_36,Hungry Shark Evolution - Offline survival game,Arcade,mobile,,https://play-lh.googleusercontent.com/6Ij3BrGOfLbkwxdB_SSX8gEvOx68QQC9IPzhmZLddxbklr1yzblPj8MYEf2XUR7n9A,Ubisoft Entertainment,4.0,7202013,100.0,googleplay
mob_37,Plants vs Zombies™ 2 Free,Casual,mobile,,https://play-lh.googleusercontent.com/CHs8RA1-LrlwGZIOVY1iE_n6AT852yv1QX_HXJLdwgmRHGHhIpWCviEPbRs_mpJaRE1mhHS4zkhdTo5NUPMG_g,ELECTRONIC ARTS,4.0,6964142,100.0,googleplay
mob_38,Geometry Dash Lite,Arcade,mobile,,https://play-lh.googleusercontent.com/p7kWbWBFxQIrzolEqiV5uSvctLeyssZvBV7UBOX29wzZI52IdcSs4qCB_zsQJL1mt9A,RobTop Games,4.39,6960814,"500,000,000+",googleplay
mob_39,Score! Hero,Sports,mobile,,https://play-lh.googleusercontent.com/ufqvcHKWB7NVjQ1wLtacnwSj-Jx6PtYuGJtxTp09eGTRtBHSD5Q8gzw-Jq-PBhaH4UXPnUskWfZrMDaGZd8h,First Touch Games Ltd.,4.54,6856324,"100,000,000+",googleplay
mob_40,eFootball PES 2021,Sports,mobile,,https://play-lh.googleusercontent.com/o-iscF0u9uAm9jaems25nNUw3cIgxrzIELVTy-DPKb3CxN0_HLBcaWoeetZca_BBOp_u_NXeyQKz0nJkXiFMkA,KONAMI,4.0,6633030,50.0,googleplay
mob_41,Lords Mobile: Tower Defense,Strategy,mobile,,https://play-lh.googleusercontent.com/F6EsCLwdz0m8Gg1w-PEEAtWIVMqVGhoWOfJEjfM0CF5tsRvtkhW-DPr6dNbUd0NWZjJRsoeP7DMKVYbuhRHQXg,IGG.COM,4.0,6548519,100.0,googleplay
mob_42,Duolingo: Learn Languages Free,Education;Education,mobile,2018.0,https://play-lh.googleusercontent.com/tw_coGKgk1K_zO-Ypf9zBKV1s-KT3dYN1MIUxIqtnbfmON5x_YmuoAr31gE4oSfJHNtA-aStTd-qe9R8S6NVyA,Duolingo,4.7,6294400,100000000,googleplay
mob_43,Gangstar Vegas: World of Crime,Action,mobile,,https://play-lh.googleusercontent.com/MaRzBOXemXxINPaSmDELwrn1BeGMlNqwwGTgpU931jagt5J13TU32pQyA5BCFwW55PkC,Gameloft SE,4.37,6268377,"100,000,000+",googleplay
mob_44,Hungry Shark Evolution,Arcade,mobile,2018.0,https://play-lh.googleusercontent.com/6Ij3BrGOfLbkwxdB_SSX8gEvOx68QQC9IPzhmZLddxbklr1yzblPj8MYEf2XUR7n9A,Ubisoft Entertainment,4.5,6074334,100000000,googleplay
mob_45,Traffic Racer,Racing,mobile,,https://play-lh.googleusercontent.com/2uTOewaztiOuJsDPyMXSlBkeQq2sM5netXJUpi2Nk_e06XU9cqIfaK6l02vRYkumsQI,skgames,4.0,6062833,100.0,googleplay
mob_46,Dr. Driving,Racing,mobile,,https://play-lh.googleusercontent.com/_NajhNZ75NZN_CuQ7O1HMvD9BOPZEX8FmwtQaAC1RqRaAnl8geTYodi02U8hcfbnwMs,SUD Inc.,4.0,6062304,100.0,googleplay
mob_47,Boom Beach,Strategy,mobile,,https://play-lh.googleusercontent.com/y_Dr51TrM3NfJO-bFECbGVXsjfFYo-6YjiJfIQwyNBX6VdBW8H8eSEZzpCXcGKKByyw,Supercell,4.0,6055738,50.0,googleplay
mob_48,Zombie Tsunami,Arcade,mobile,,https://play-lh.googleusercontent.com/y2v9w4KjUe4djmd3yYgj2_XrDIt_D9JO2c2NkYdxtYyE6cGl21JgU4aMqTEcoQzQorLD,Mobigame SAS,4.52,5903477,"500,000,000+",googleplay
mob_49,Coin Master,Casual,mobile,,https://play-lh.googleusercontent.com/lja_bcS9SXsaK4x_q0rXuiqf3CIIwfy8QveRWfW5MEaAPOST_auDLuzWMyMUrBzi0sI,Moon Active,4.75,5768595,"100,000,000+",googleplay
mob_50,Angry Birds 2,Casual,mobile,,https://play-lh.googleusercontent.com/AijtYd3ELvSg4ItDkO4NmG-F0PL5qE8AxgNqB-OflSakAiM9ulL5K9k0IOqB16TFJw,Rovio Entertainment Oy,4.13,5720687,"100,000,000+",googleplay
mob_51,Pixel Gun 3D: FPS Shooter & Battle Royale,Action,mobile,,https://play-lh.googleusercontent.com/PENcy8xrS7JJzOvqOj6n9vt9gfzctEYOW9mjmTKjw-h3UttaDobPa4lIl4wEywR5spBqnRi7OrRkDrEPVby1eg,Pixel Gun 3D,4.0,5681934,100.0,googleplay
mob_52,The Sims FreePlay,Simulation,mobile,,https://play-lh.googleusercontent.com/BrqR5-Q5N8FnprzXVJF4SpZX3ldDvJRQhtc4-s3K4kZtwdF5WgTc8rWwP1jtT7p3g-7mc5U1YtPlI_cJ6tzKBA,ELECTRONIC ARTS,4.0,5541105,100.0,googleplay
mob_53,Bowmasters,Action,mobile,,https://play-lh.googleusercontent.com/rsQyCuie6S8Munc2Hv6IMpePP1g3c0okLkyKRXd1IimOryIBMZqymGKaOg7bZ6NMkhj3,Playgendary Limited,4.0,5471344,100.0,googleplay
mob_54,Garena Free Fire,Action,mobile,2018.0,https://play-lh.googleusercontent.com/VxqoBX9loIqsESn5OPhXDLLYw8YFAlLJX3TJUb7ovyIQdRRWwGuG3jD9konTZAeWzd8VlVTDt8fkJ8BAEU4ZHQ,GARENA INTERNATIONAL I,4.5,5465624,100000000,googleplay
mob_55,Fruit Ninja®,Arcade,mobile,,https://play-lh.googleusercontent.com/eJ9OJnbRer1jjg5ZeNAnTXKcGd2B_NEqxCp2UsefcCABeFBaj_pNl_WKYBjup2GVGGc,Halfbrick Studios,4.52,5367599,"500,000,000+",googleplay
mob_56,slither.io,Action,mobile,2017.0,https://play-lh.googleusercontent.com/tRpviKT0mUi47iAaBne_yhe_xIuFzpW1mCIqoW457tNsKZddZHwiCUR2ga-rU3VXw04,Lowtech Studios,4.4,5234162,100000000,googleplay
mob_57,SimCity BuildIt,Simulation,mobile,,https://play-lh.googleusercontent.com/sFYkO3r94xUUqWWXm5k8zjt5JN95H-TjE6oauBpqE2XjjZq1oeg5o1Qh7VZjmtyxAUA,ELECTRONIC ARTS,4.18,5213933,"100,000,000+",googleplay
mob_58,Plants vs. Zombies FREE,Strategy,mobile,,https://play-lh.googleusercontent.com/hO7716hh7NCcFauJedDclX-R3Zh9JmbSs8AUU6TP2edGVILlZM7gmyt_8WPCZELiPQA,ELECTRONIC ARTS,4.0,5164307,100.0,googleplay
mob_59,Castle Clash: Guild Royale,Strategy,mobile,,https://play-lh.googleusercontent.com/DY1xU_CgrJP9ByDhMqdVG7aMCfOF6lHacKoOinrPGPyQ7VTeZTpDE5mX8TF6kQqsLuQVXI5LxfzjiTzBiZsI,IGG.COM,4.0,5013543,100.0,googleplay
mob_60,Jetpack Joyride,Arcade,mobile,,https://play-lh.googleusercontent.com/3e_iyy1dolGSHqKFmwsao8SiMmqOtCuwD4CyKToLHoK34cchcH5PlG2VhOoE2_j-7FMH,Halfbrick Studios,4.45,4919742,"100,000,000+",googleplay
mob_61,Fishdom,Puzzle,mobile,,https://play-lh.googleusercontent.com/edzeibdlmqt6q5asPDkRgFJOgVaC4BWwHJ8EZqNaFppnGdDZZJFtt1Tpn-dOkWiQwn4,Playrix,4.6,4876844,"100,000,000+",googleplay
mob_62,Gangstar Vegas - mafia game,Action,mobile,2018.0,https://play-lh.googleusercontent.com/MaRzBOXemXxINPaSmDELwrn1BeGMlNqwwGTgpU931jagt5J13TU32pQyA5BCFwW55PkC,Gameloft SE,4.5,4830407,50000000,googleplay
mob_63,Temple Run,Arcade,mobile,,https://play-lh.googleusercontent.com/onlNBInQHIZtB2rY24BwrEsUUKwE753ao1BAvvhOw2ePEN1IHIUjaR3gvlGd3jyKTdg,Imangi Studios,4.24,4816448,"500,000,000+",googleplay
mob_64,Standoff 2,Action,mobile,,https://play-lh.googleusercontent.com/VpUP8AqSRB-R_uusCh1jeQLa2LRyqPB3Vb_9tY9O8Y-2wzJvtwwrZWWhP0xxTuFf5bpz-DP6LrdcYOc-KjIdOA,AXLEBOLT LTD,4.28,4801658,"100,000,000+",googleplay
mob_65,Top Eleven 2021: Be a Soccer Manager,Sports,mobile,,https://play-lh.googleusercontent.com/Wd-zv5-b2R7YDE1uCfknQLxFY21NsOW9UDimGPDSDJ9F5o_pQXyG3cYa1hieAXKeUmzkMhm04wMiqh-VZSGUNw,Nordeus,4.0,4721659,100.0,googleplay
mob_66,Talking Tom Gold Run,Action,mobile,,https://play-lh.googleusercontent.com/HympGTcpiPUnufrkfbRIdE6XoMvho7nAzvz-298nBWBzXD-ELedqBg0zoBanITrw7-yADZrQew1yOjAlYoBS,Outfit7 Limited,4.33,4710639,"500,000,000+",googleplay
mob_67,Castle Clash: Heroes of the Empire US,Strategy,mobile,2018.0,https://play-lh.googleusercontent.com/DY1xU_CgrJP9ByDhMqdVG7aMCfOF6lHacKoOinrPGPyQ7VTeZTpDE5mX8TF6kQqsLuQVXI5LxfzjiTzBiZsI,IGG.COM,4.6,4578476,50000000,googleplay
mob_68,Cooking Fever – Restaurant Game,Arcade,mobile,,https://play-lh.googleusercontent.com/YrCNaDzpHFs4VO6gQmFFjFCMWi3UWBC1qWuhMe4rlb4e1JjhGtzpCb1VDS5eQ4Rl8W4,Nordcurrent Games,4.0,4565220,100.0,googleplay
mob_69,Garena Liên Quân Mobile,Action,mobile,,https://play-lh.googleusercontent.com/3Qs6i05oAAUtjzwZCi0AJ9FpxT85w5BWCedIXCrsVKLTGOCcnP2B5yOVoheGSBZpj8z9,Level Infinite,4.0,4564398,50.0,googleplay
mob_70,Need for Speed™ No Limits,Racing,mobile,,https://play-lh.googleusercontent.com/rDAmDCGhyX7FcXYJcR0QrcO04uWgdiQaiWw6oA3T93oK4Xq8qOof0-J_qtw2XFYpKg,ELECTRONIC ARTS,4.41,4507290,"100,000,000+",googleplay
mob_71,Banana Kong,Action,mobile,,https://play-lh.googleusercontent.com/JC2nrEFjMfyE1ViyhH3oOwrt20L9nv90alE5hM-9uuBc3ron78s2c5Q_-N8UTWUHp1U,FDG Entertainment GmbH & Co.KG,4.0,4496723,100.0,googleplay
mob_72,Pixel Gun 3D: Survival shooter & Battle Royale,Action,mobile,2018.0,https://play-lh.googleusercontent.com/PENcy8xrS7JJzOvqOj6n9vt9gfzctEYOW9mjmTKjw-h3UttaDobPa4lIl4wEywR5spBqnRi7OrRkDrEPVby1eg,Pixel Gun 3D,4.5,4487182,50000000,googleplay
mob_73,CSR Racing 2 – Free Car Racing Game,Racing,mobile,,https://play-lh.googleusercontent.com/9444XLom5uCuPCIUuAtBGr8k92-_80ZU1j_7aPFEs6x9OX6x4pHAnmqY0h5encKBf7SE,Zynga,4.0,4476329,10.0,googleplay
mob_74,Brain Out – Can you pass it?,Puzzle,mobile,,https://play-lh.googleusercontent.com/AIrtVyHE1IxQhEynCcNJMYD2yN3TA3OqxOqgdQs5WNcSzCUsS9Zw3_vEVJpsDk6hqOuV,Focus apps,4.0,4467655,100.0,googleplay
mob_75,Crossy Road,Action,mobile,,https://play-lh.googleusercontent.com/AlFw_nGMwf3ILG76Fh86xapntqdpvJvXN8syc2U6xZzMfapz-9NPZbvuwR8lmArVKik,HIPSTER WHALE,4.47,4464668,"100,000,000+",googleplay
mob_76,Criminal Case,Adventure,mobile,,https://play-lh.googleusercontent.com/SBiKTwZOvN5W903jCmndHVx1EmDK7zZKk8MDo4DGaHTYisSxXuITLI42N4eyF94cghg,Pretty Simple,4.0,4273420,100.0,googleplay
mob_77,War Robots. 6v6 Tactical Multiplayer Battles,Action,mobile,,https://play-lh.googleusercontent.com/6u6C8wZH8wlPsEhUYOAtW0qpG2Kh11XyTqUKnMIsTcpNgfTTeC_qerDlTu--64l41bY,MYGAMES MENA FZ LLC,3.0,4221389,50.0,googleplay
mob_78,MORTAL KOMBAT: The Ultimate Fighting Game!,Action,mobile,,https://play-lh.googleusercontent.com/LSNV5P_C6MafT84ioYM4OykRJkxRAz7roKXZ6Ljc2ApRGUYSgBcp3OxQjfyM4W1RePPy,Warner Bros. International Enterprises,4.0,4215808,50.0,googleplay
mob_79,My Cafe — Restaurant Game. Serve & Manage,Casual,mobile,,https://play-lh.googleusercontent.com/KQ1D9xBipfQo1ubArCV2N3HZSvrsBTzkCRMpJr6ThS03F0_FbQCMSSUhPlF-FxFPoA,Melsoft Games Ltd,4.0,4170408,50.0,googleplay
mob_80,Last Day on Earth: Survival,Action,mobile,,https://play-lh.googleusercontent.com/1NJaEmZal-WWfNTcpQkpO0Z0U4SbLMcit2K3DDW2_BQ7OJkyn1at4zDAgBGCfZLLubDd,KEFIR,4.36,4159837,"100,000,000+",googleplay
mob_81,Brain Test: Tricky Puzzles,Trivia,mobile,,https://play-lh.googleusercontent.com/L4-Oa6O8GV4I23JTmo-xKSjfyjowc0d2uGGfdScYkCTMk6ftxTwGowdAjgh2nOrJlEmI,Unico Studio,4.73,4145089,"100,000,000+",googleplay
mob_82,Agar.io,Action,mobile,,https://play-lh.googleusercontent.com/Vcje9CX1tdzivjyvaKqkyLXFWbDWt8IK2lU0c0VfkvHoTStv3BXc20jcqjGQoEC7A_U,Miniclip.com,3.97,4112075,"100,000,000+",googleplay
mob_83,Minecraft,Arcade,mobile,,https://play-lh.googleusercontent.com/27O5tpaYE82W6m30rJ_MX3-UvshlDM6O8oXDxb6GseYW2T7P8UNT19727MGmz-0q3w,Mojang,4.0,4100452,10.0,googleplay
mob_84,The Simpsons™: Tapped Out,Casual,mobile,,https://play-lh.googleusercontent.com/aTTVA77bs4tVS1UvnsmD_T0w-rdZef7UmjpIsg-8RVDOVl_EVEHjmkn6qN7C0teRS3o,"Jam City, Inc.",4.0,4079806,100.0,googleplay
mob_85,DEER HUNTER CLASSIC,Action,mobile,,https://play-lh.googleusercontent.com/ZhDuCIMFqf0WWHxNns-z1gXL5NLVDZq-vbN5fqFpXZ15yvAjb01zZ_BQSi3iYIYPl1E,Game-Fair Studio,4.0,3987062,100.0,googleplay
mob_86,Angry Birds Go!,Racing,mobile,,https://play-lh.googleusercontent.com/AijtYd3ELvSg4ItDkO4NmG-F0PL5qE8AxgNqB-OflSakAiM9ulL5K9k0IOqB16TFJw,Rovio Entertainment Oy,4.0,3870456,100.0,googleplay
mob_87,Sonic Dash,Arcade,mobile,2018.0,https://play-lh.googleusercontent.com/4F-WwVKAs56rT6DGSfu1-9sW4MqSjenlIUqWS1K_8iB25ktsHKXXScAwJonvwo7DuMA,SEGA,4.5,3778921,100000000,googleplay
mob_88,Grow Empire: Rome,Strategy,mobile,,https://play-lh.googleusercontent.com/VTsjQnMHImaMweR3OApBegKKKktxHqUyfl1COepxXHF8UHQzTOIJhLfQfwgkDNnmdxa4DH2f4e0gqmGMAPWI,Games Station Studio,4.56,3687571,"50,000,000+",googleplay
mob_89,World of Tanks Blitz PVP MMO 3D tank game for free,Strategy,mobile,,https://play-lh.googleusercontent.com/VBQVQRwZL0Ft5SMxMdszhfXGOyUd6VWaHPsTiA415L-F-M2Y2t95VbWT_AnZErs0LfLt,Wargaming Group,4.0,3671736,100.0,googleplay
mob_90,Episode - Choose Your Story,Simulation,mobile,,https://play-lh.googleusercontent.com/prd2-SpeTUuO_wuT1hJDp3OKxySKyMCwV9-tbEJ6nlDrCS4Kt3QrQLQMF1Kqlk2ulnFnz3FQ0VdmnCSvb1E8xg,Episode Interactive,4.27,3622549,"100,000,000+",googleplay
mob_91,My Talking Tom 2,Casual,mobile,,https://play-lh.googleusercontent.com/Gx3X4s040rmHEVeNm_wgrFP0uVPjCH7RwMPRDzqUrdglZPh2A6QDjpEn-d9GO_SBxg,Outfit7 Limited,4.0,3617773,100.0,googleplay
mob_92,Extreme Car Driving Simulator,Racing,mobile,,https://play-lh.googleusercontent.com/4FcOEy8DK_gNKdR9szjd5d0m1h1cxyzHb3ejxk4IcuAi5JcMcyp-f61Wag2-SHlLt-s,AxesInMotion Racing,4.0,3612756,100.0,googleplay
mob_93,Plague Inc.,Simulation,mobile,,https://play-lh.googleusercontent.com/qLgeusnY6S6JC_qB7s1qz5rPzrzMIuiXDvQN2R9qZhuQb3xTw4adMD0-Ktk12LrLwFB_wn_ftNVvLDsixSBeGQ,Ndemic Creations,4.0,3519405,100.0,googleplay
mob_94,Modern Combat 5: eSports FPS,Action,mobile,,https://play-lh.googleusercontent.com/N5OhX0Em8Uuu5B4JaXKZmwzy-0UUfGiF3OjDxdGic1m49DJyNujFgPFZSa0AJf4hiIKP,Gameloft SE,4.0,3516024,100.0,googleplay
mob_95,Fallout Shelter,Simulation,mobile,,https://play-lh.googleusercontent.com/a5aYBjDOYI3lEaUY4KahXl4I4XqzQZsDiPALNq6MhP7Mk12bTFSA9OvkXOOjwxqgoIu50zJ2VlsaNq1rghvc9A,Bethesda Softworks LLC,4.62,3420152,"50,000,000+",googleplay
mob_96,Vector,Finance,mobile,,https://play-lh.googleusercontent.com/v_o1Utl-e9KJk_UQRdMGftmPH1mLDKZsnYWl9qQmCVsOmDrkd_jTybGuNH2EQx-3HQ,Vertex Crypto,4.63,3398125,"50,000+",googleplay
mob_97,Monster Legends: Breed and Collect,Strategy,mobile,,https://play-lh.googleusercontent.com/McYurVXtusDZAu8n18jDQg2HSZ6sZymYiVMV8SsrB1-Wg_MxC3pfmwe7tH218Tmrx16SfUAd-R1GkUiC1ObKWQ,Social Point,4.0,3342006,50.0,googleplay
mob_98,Granny,Arcade,mobile,,https://play-lh.googleusercontent.com/yT_LBq_tyKeIDohKDsqN_Qt18jGIPUYIxY2C-1-E2YA9Qd60uZW08pua17qBmIiDPA,DVloper,4.0,3290970,100.0,googleplay
